id = 99
editor = DM
# data restricted to DVCS kinematics Q2> 1.5 GeV^2 and -t/Q2 < 0.25
# only data are taken where 18 bins and more are filled

### Experiment E145M2

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2015
reference = arXiv:1504.02009
inspiretex = Jo:2015ema
reference2 = CLAS data base E145M2, restricted kinematics

### Scattering Process

frame = Trento

in1energy = 5.75
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity Independent Cross Section
0.244   1.79    0.11    307.77  -0.091  0.0569  0.029
0.244   1.79    0.11    322.73  -0.1295 0.063   0.0287
0.244   1.79    0.11    337.66  -0.144  0.064   0.0236
0.244   1.79    0.11    352.56  0.0633  0.0856  0.035
0.244   1.79    0.15    7.42    0.1532  0.0754  0.0298
0.244   1.79    0.15    22.25   0.0791  0.0568  0.0172
0.244   1.79    0.15    37.15   0.1112  0.0513  0.0294
0.244   1.79    0.15    52.12   0.0702  0.0437  0.0132
0.244   1.79    0.15    67.12   -0.0048 0.0456  0.0074
0.244   1.79    0.15    82.14   0.0908  0.0396  0.0242
0.244   1.79    0.15    97.17   0.064   0.0287  0.0144
0.244   1.79    0.15    112.21  0.0366  0.0244  0.0132
0.244   1.79    0.15    127.27  0.0725  0.0386  0.0252
0.244   1.79    0.15    142.32  -0.0274 0.0402  0.0177
0.244   1.79    0.15    157.39  0.0375  0.0362  0.0196
0.244   1.79    0.15    172.46  0.0014  0.0602  0.0221
0.244   1.79    0.15    187.54  0.0162  0.0674  0.024
0.244   1.79    0.15    202.61  -0.0683 0.0489  0.057
0.244   1.79    0.15    217.68  -0.0328 0.035   0.0042
0.244   1.79    0.15    232.73  -0.0335 0.0297  0.0139
0.244   1.79    0.15    247.79  -0.0717 0.028   0.0122
0.244   1.79    0.15    262.83  -0.0802 0.0279  0.0094
0.244   1.79    0.15    277.86  -0.137  0.0397  0.0216
0.244   1.79    0.15    292.88  -0.1964 0.0467  0.0202
0.244   1.79    0.15    307.88  -0.1242 0.0538  0.0142
0.244   1.79    0.15    322.85  -0.1247 0.0518  0.0211
0.244   1.79    0.15    337.75  -0.0642 0.0556  0.0124
0.244   1.79    0.15    352.58  0.0771  0.0699  0.0302
0.244   1.79    0.2 7.52    0.0166  0.0672  0.039
0.244   1.79    0.2 22.29   0.148   0.055   0.0161
0.244   1.79    0.2 37.03   0.0072  0.0418  0.0216
0.244   1.79    0.2 52.02   0.1016  0.0367  0.0247
0.244   1.79    0.2 67.04   0.0792  0.0409  0.0179
0.244   1.79    0.2 82.09   0.0819  0.0325  0.0165
0.244   1.79    0.2 97.14   0.0746  0.0207  0.0111
0.244   1.79    0.2 112.19  0.0485  0.0181  0.0079
0.244   1.79    0.2 127.25  0.0309  0.0208  0.0124
0.244   1.79    0.2 142.32  0.0208  0.0286  0.0056
0.244   1.79    0.2 157.39  0.0142  0.0199  0.0045
0.244   1.79    0.2 172.46  0.0231  0.025   0.0074
0.244   1.79    0.2 187.54  0   0   0
0.244   1.79    0.2 202.61  -0.0343 0.0261  0.0079
0.244   1.79    0.2 217.68  -0.0022 0.0262  0.012
0.244   1.79    0.2 232.75  0.0124  0.0211  0.019
0.244   1.79    0.2 247.81  -0.0078 0.0217  0.0081
0.244   1.79    0.2 262.86  -0.0218 0.0205  0.0067
0.244   1.79    0.2 277.91  -0.0798 0.0292  0.0091
0.244   1.79    0.2 292.96  -0.0413 0.0346  0.0191
0.244   1.79    0.2 307.98  -0.1558 0.0498  0.019
0.244   1.79    0.2 322.97  -0.1654 0.0438  0.0224
0.244   1.79    0.2 337.71  -0.1046 0.0491  0.0194
0.244   1.79    0.2 352.48  -0.152  0.0642  0.0209
0.244   1.79    0.26    7.94    -0.1202 0.076   0.0397
0.244   1.79    0.26    22.8    0.058   0.0482  0.009
0.244   1.79    0.26    36.9    0.1757  0.0298  0.0144
0.244   1.79    0.26    51.92   0.0704  0.027   0.0172
0.244   1.79    0.26    66.98   0.0479  0.0249  0.0086
0.244   1.79    0.26    82.04   0.0451  0.0227  0.0094
0.244   1.79    0.26    97.11   0.0219  0.0169  0.0096
0.244   1.79    0.26    112.17  0.0325  0.0155  0.0065
0.244   1.79    0.26    127.24  0.0261  0.0187  0.0208
0.244   1.79    0.26    142.31  0.0171  0.0178  0.0066
0.244   1.79    0.26    157.38  0.0074  0.018   0.0098
0.244   1.79    0.26    172.46  0.01    0.0319  0.0083
0.244   1.79    0.26    187.54  0.039   0.0348  0.0097
0.244   1.79    0.26    202.62  -0.017  0.0255  0.0035
0.244   1.79    0.26    217.69  -0.0009 0.0162  0.0176
0.244   1.79    0.26    232.76  -0.0035 0.0173  0.0058
0.244   1.79    0.26    247.83  -0.0379 0.0196  0.0047
0.244   1.79    0.26    262.89  -0.0116 0.0161  0.0058
0.244   1.79    0.26    277.96  -0.0591 0.0179  0.006
0.244   1.79    0.26    293.02  -0.0694 0.0265  0.0131
0.244   1.79    0.26    308.08  -0.0976 0.032   0.0105
0.244   1.79    0.26    323.1   -0.0699 0.0327  0.012
0.244   1.79    0.26    337.2   -0.1387 0.043   0.0172
0.244   1.79    0.26    352.06  -0.1868 0.0727  0.0215
0.244   1.8 0.34    9.48    0   0   0
0.244   1.8 0.34    24.21   0.1161  0.0529  0.0256
0.244   1.8 0.34    36.86   0.0676  0.0244  0.013
0.244   1.8 0.34    51.81   0.0829  0.0184  0.0059
0.244   1.8 0.34    66.91   0.0367  0.0157  0.0107
0.244   1.8 0.34    82  0.0128  0.0139  0.0046
0.244   1.8 0.34    97.08   0.0115  0.0118  0.0051
0.244   1.8 0.34    112.15  0.0007  0.011   0.0063
0.244   1.8 0.34    127.23  0.0417  0.0164  0.011
0.244   1.8 0.34    142.31  0   0   0
0.244   1.8 0.34    157.38  0.0125  0.0234  0.0017
0.244   1.8 0.34    172.46  0   0   0
0.244   1.8 0.34    187.54  0   0   0
0.244   1.8 0.34    202.62  0.0198  0.036   0.0524
0.244   1.8 0.34    217.69  -0.033  0.0397  0.0202
0.244   1.8 0.34    232.77  -0.0133 0.0176  0.0105
0.244   1.8 0.34    247.85  -0.0184 0.0161  0.0086
0.244   1.8 0.34    262.92  -0.0062 0.0126  0.0031
0.244   1.8 0.34    278 -0.0275 0.0115  0.0056
0.244   1.8 0.34    293.09  0.01    0.0192  0.011
0.244   1.8 0.34    308.19  -0.0627 0.023   0.0102
0.244   1.8 0.34    323.14  -0.0888 0.0266  0.0111
0.244   1.8 0.34    335.79  -0.0933 0.0447  0.0122
0.244   1.8 0.34    350.52  0   0   0
0.244   2.12    0.11    7.54    -0.1578 0.1166  0.0799
0.244   2.12    0.11    22.6    -0.0648 0.0906  0.0225
0.244   2.12    0.11    37.61   0.2291  0.0685  0.0306
0.244   2.12    0.11    52.44   0.0758  0.0689  0.0174
0.244   2.12    0.11    67.2    0.1115  0.0678  0.0246
0.244   2.12    0.11    82.22   0.0992  0.0594  0.02
0.244   2.12    0.11    97.24   0.1382  0.0502  0.0349
0.244   2.12    0.11    112.27  0.1013  0.0453  0.0086
0.244   2.12    0.11    127.31  0.0333  0.0568  0.008
0.244   2.12    0.11    142.36  0.0416  0.063   0.0292
0.244   2.12    0.11    157.41  -0.0169 0.0557  0.0174
0.244   2.12    0.11    172.47  0.0184  0.0642  0.0264
0.244   2.12    0.11    187.53  -0.0068 0.0658  0.0462
0.244   2.12    0.11    202.59  -0.0365 0.0544  0.0364
0.244   2.12    0.11    217.64  -0.0672 0.0663  0.0337
0.244   2.12    0.11    232.69  -0.0605 0.0662  0.0233
0.244   2.12    0.11    247.73  -0.0776 0.0499  0.0271
0.244   2.12    0.11    262.76  -0.1558 0.0424  0.0227
0.244   2.12    0.11    277.78  -0.1611 0.062   0.0206
0.244   2.12    0.11    292.8   -0.1128 0.0687  0.0165
0.244   2.12    0.11    307.56  -0.0653 0.065   0.0193
0.244   2.12    0.11    322.39  -0.2037 0.0748  0.0407
0.244   2.12    0.11    337.4   0.014   0.0907  0.0273
0.244   2.12    0.11    352.46  0.0471  0.1212  0.0456
0.245   2.12    0.15    7.67    0.0076  0.1461  0.0337
0.245   2.12    0.15    22.96   0.2386  0.1029  0.0329
0.245   2.12    0.15    37.7    0.1145  0.0689  0.0418
0.245   2.12    0.15    52.54   0.1664  0.0571  0.0339
0.245   2.12    0.15    67.11   0.0352  0.0516  0.0139
0.245   2.12    0.15    82.14   0.0615  0.0412  0.0213
0.245   2.12    0.15    97.19   0.0235  0.0306  0.018
0.245   2.12    0.15    112.24  0.0061  0.0314  0.0198
0.245   2.12    0.15    127.29  0.0285  0.0317  0.0121
0.245   2.12    0.15    142.35  -0.0067 0.0329  0.0091
0.245   2.12    0.15    157.41  0.0025  0.0288  0.008
0.245   2.12    0.15    172.47  -0.0263 0.0344  0.0119
0.245   2.12    0.15    187.53  0.0031  0.0373  0.0257
0.245   2.12    0.15    202.59  -0.05   0.0264  0.0065
0.245   2.12    0.15    217.65  -0.0345 0.0256  0.0083
0.245   2.12    0.15    232.71  0.0552  0.032   0.0139
0.245   2.12    0.15    247.76  -0.0209 0.032   0.0085
0.245   2.12    0.15    262.81  -0.0751 0.0292  0.0105
0.245   2.12    0.15    277.86  -0.0077 0.0418  0.0222
0.245   2.12    0.15    292.89  -0.084  0.0508  0.0089
0.245   2.12    0.15    307.46  -0.0567 0.0622  0.0243
0.245   2.12    0.15    322.3   -0.1988 0.072   0.0304
0.245   2.12    0.15    337.04  -0.2806 0.0987  0.0412
0.245   2.12    0.15    352.33  -0.2106 0.1354  0.061
0.245   2.12    0.2 8.89    0   0   0
0.245   2.12    0.2 23.98   0   0   0
0.245   2.12    0.2 38.17   0.1593  0.0663  0.0318
0.245   2.12    0.2 52.69   0.15    0.048   0.0147
0.245   2.12    0.2 67.03   0.1579  0.0405  0.0217
0.245   2.12    0.2 82.09   0.0445  0.0356  0.0112
0.245   2.12    0.2 97.15   0.0842  0.0264  0.0142
0.245   2.12    0.2 112.22  0.0379  0.0219  0.0159
0.245   2.12    0.2 127.28  0.012   0.0211  0.0055
0.245   2.12    0.2 142.34  0.0636  0.0224  0.0145
0.245   2.12    0.2 157.4   0.0311  0.0209  0.006
0.245   2.12    0.2 172.47  0.0062  0.0174  0.0044
0.245   2.12    0.2 187.53  0.0266  0.0193  0.0037
0.245   2.12    0.2 202.6   0.0162  0.0175  0.0042
0.245   2.12    0.2 217.66  -0.0315 0.0173  0.0111
0.245   2.12    0.2 232.72  -0.0223 0.0239  0.0071
0.245   2.12    0.2 247.78  -0.0429 0.0231  0.0095
0.245   2.12    0.2 262.85  -0.0388 0.025   0.0147
0.245   2.12    0.2 277.91  -0.0408 0.0319  0.0135
0.245   2.12    0.2 292.97  -0.0709 0.0391  0.0201
0.245   2.12    0.2 307.31  -0.0854 0.0519  0.023
0.245   2.12    0.2 321.83  -0.2141 0.0677  0.0325
0.245   2.12    0.2 336.02  0   0   0
0.245   2.12    0.2 351.11  0   0   0
0.245   2.12    0.26    14.3    0   0   0
0.245   2.12    0.26    26.39   0   0   0
0.245   2.12    0.26    38.87   0.2925  0.0561  0.0251
0.245   2.12    0.26    52.71   0.1022  0.0323  0.0182
0.245   2.12    0.26    66.97   0.0681  0.0287  0.0203
0.245   2.12    0.26    82.06   0.0787  0.0237  0.0072
0.245   2.12    0.26    97.13   0.0469  0.0174  0.0052
0.245   2.12    0.26    112.2   0.0251  0.0152  0.0048
0.245   2.12    0.26    127.27  -0.0215 0.0162  0.0056
0.245   2.12    0.26    142.33  0.0352  0.0157  0.014
0.245   2.12    0.26    157.4   0.031   0.013   0.0042
0.245   2.12    0.26    172.47  -0.0079 0.0135  0.0063
0.245   2.12    0.26    187.53  0.0073  0.0131  0.0095
0.245   2.12    0.26    202.6   -0.0214 0.0117  0.0036
0.245   2.12    0.26    217.67  -0.0049 0.0126  0.0062
0.245   2.12    0.26    232.73  -0.0317 0.0156  0.0077
0.245   2.12    0.26    247.8   -0.0205 0.0165  0.0071
0.245   2.12    0.26    262.87  -0.018  0.0166  0.0068
0.245   2.12    0.26    277.94  -0.0193 0.0191  0.0088
0.245   2.12    0.26    293.03  -0.0741 0.0297  0.0192
0.245   2.12    0.26    307.29  -0.1334 0.0366  0.0143
0.245   2.12    0.26    321.13  -0.1557 0.0525  0.0297
0.245   2.12    0.26    333.61  0   0   0
0.245   2.12    0.26    345.7   0   0   0
0.245   2.12    0.34    7.5 0   0   0
0.245   2.12    0.34    28.65   0   0   0
0.245   2.12    0.34    39.99   0.0772  0.045   0.0231
0.245   2.12    0.34    52.42   0.0361  0.0204  0.0053
0.245   2.12    0.34    66.92   0.055   0.0186  0.0069
0.245   2.12    0.34    82.02   0.0222  0.0176  0.0079
0.245   2.12    0.34    97.11   0.0404  0.0117  0.0061
0.245   2.12    0.34    112.19  0.0209  0.0108  0.0031
0.245   2.12    0.34    127.26  0.0245  0.0121  0.005
0.245   2.12    0.34    142.33  0.0021  0.0094  0.0015
0.245   2.12    0.34    157.4   -0.0014 0.0074  0.0021
0.245   2.12    0.34    172.46  0.0087  0.0084  0.002
0.245   2.12    0.34    187.54  -0.0082 0.0078  0.0013
0.245   2.12    0.34    202.6   -0.0051 0.0085  0.0013
0.245   2.12    0.34    217.67  -0.0044 0.0084  0.0043
0.245   2.12    0.34    232.74  -0.0129 0.0118  0.0057
0.245   2.12    0.34    247.81  -0.0071 0.0125  0.0043
0.245   2.12    0.34    262.89  -0.0153 0.0125  0.0032
0.245   2.12    0.34    277.98  -0.0132 0.0136  0.0029
0.245   2.12    0.34    293.08  -0.0332 0.0192  0.0069
0.245   2.12    0.34    307.58  -0.0446 0.0248  0.0098
0.245   2.12    0.34    320.01  -0.0614 0.0465  0.0109
0.245   2.12    0.34    331.35  0   0   0
0.245   2.12    0.34    352.5   0   0   0
0.245   2.12    0.45    7.5 0   0   0
0.245   2.12    0.45    22.5    0   0   0
0.245   2.12    0.45    40.64   0   0   0
0.245   2.12    0.45    51.97   0.0012  0.0123  0.0022
0.245   2.12    0.45    66.88   0.0138  0.0107  0.0035
0.245   2.12    0.45    82  0.0193  0.0093  0.0034
0.245   2.12    0.45    97.09   0.0213  0.0073  0.0091
0.245   2.12    0.45    112.17  0.0126  0.0062  0.0037
0.245   2.12    0.45    127.25  -0.0087 0.0065  0.002
0.245   2.12    0.45    142.32  0.0145  0.0066  0.0038
0.245   2.12    0.45    157.39  0.0171  0.0058  0.0016
0.245   2.12    0.45    172.46  0.0016  0.0071  0.0026
0.245   2.12    0.45    187.54  0.001   0.0081  0.0026
0.245   2.12    0.45    202.61  -0.0096 0.0066  0.0022
0.245   2.12    0.45    217.68  -0.0116 0.007   0.0033
0.245   2.12    0.45    232.75  -0.0093 0.0065  0.004
0.245   2.12    0.45    247.83  -0.0146 0.0068  0.0018
0.245   2.12    0.45    262.91  0.001   0.008   0.0022
0.245   2.12    0.45    278 -0.0084 0.0087  0.0025
0.245   2.12    0.45    293.12  -0.0234 0.0122  0.004
0.245   2.12    0.45    308.03  -0.0237 0.015   0.0058
0.245   2.12    0.45    319.36  -0.0385 0.0266  0.0146
0.245   2.12    0.45    337.5   0   0   0
0.245   2.12    0.45    352.5   0   0   0
0.274   1.94    0.2 7.39    0.0366  0.0453  0.0154
0.274   1.94    0.2 22.22   0.031   0.0375  0.0172
0.274   1.94    0.2 37.12   -0.0026 0.0304  0.0128
0.274   1.94    0.2 52.09   0.0655  0.0289  0.0119
0.274   1.94    0.2 67.1    0.0055  0.0226  0.0056
0.274   1.94    0.2 82.12   0.0487  0.0238  0.0169
0.274   1.94    0.2 97.16   0.0364  0.0196  0.0107
0.274   1.94    0.2 112.21  0.0234  0.0177  0.0062
0.274   1.94    0.2 127.26  0.0044  0.0218  0.0089
0.274   1.94    0.2 142.32  0   0   0
0.274   1.94    0.2 157.39  0.0049  0.0437  0.0337
0.274   1.94    0.2 172.46  0   0   0
0.274   1.94    0.2 187.54  0.0141  0.0486  0.03
0.274   1.94    0.2 202.61  -0.0247 0.033   0.013
0.274   1.94    0.2 217.68  0.0186  0.0259  0.0123
0.274   1.94    0.2 232.74  -0.0171 0.0292  0.018
0.274   1.94    0.2 247.79  -0.0327 0.0162  0.0073
0.274   1.94    0.2 262.84  -0.008  0.0152  0.0098
0.274   1.94    0.2 277.88  -0.0564 0.0201  0.0088
0.274   1.94    0.2 292.9   -0.0644 0.0275  0.0118
0.274   1.94    0.2 307.91  -0.0385 0.031   0.0165
0.274   1.94    0.2 322.88  -0.1279 0.0328  0.0217
0.274   1.94    0.2 337.78  -0.0436 0.0348  0.0098
0.274   1.94    0.2 352.61  -0.1191 0.0401  0.0119
0.274   1.94    0.26    7.47    0.0342  0.0347  0.0148
0.274   1.94    0.26    22.11   0.0169  0.0299  0.0118
0.274   1.94    0.26    37  0.0407  0.0214  0.0078
0.274   1.94    0.26    51.99   0.0437  0.0193  0.0085
0.274   1.94    0.26    67.02   0.0512  0.0174  0.0089
0.274   1.94    0.26    82.07   0.0247  0.0173  0.0126
0.274   1.94    0.26    97.12   0.021   0.0129  0.0046
0.274   1.94    0.26    112.19  0.0188  0.014   0.0037
0.274   1.94    0.26    127.25  0.0209  0.0219  0.0067
0.274   1.94    0.26    142.31  -0.0442 0.0438  0.0357
0.274   1.94    0.26    157.39  0   0   0
0.274   1.94    0.26    172.46  0   0   0
0.274   1.94    0.26    187.54  0   0   0
0.274   1.94    0.26    202.61  0   0   0
0.274   1.94    0.26    217.69  0   0   0
0.274   1.94    0.26    232.75  -0.0336 0.0175  0.0114
0.274   1.94    0.26    247.81  -0.0195 0.012   0.0057
0.274   1.94    0.26    262.88  -0.0051 0.0112  0.0038
0.274   1.94    0.26    277.93  -0.0192 0.0157  0.0069
0.274   1.94    0.26    292.98  -0.0557 0.022   0.0069
0.274   1.94    0.26    308.01  -0.0732 0.0253  0.0113
0.274   1.94    0.26    323 -0.0125 0.0237  0.0086
0.274   1.94    0.26    337.89  -0.0394 0.0275  0.0086
0.274   1.94    0.26    352.53  -0.0114 0.0323  0.0127
0.275   1.94    0.34    7.9 0.0158  0.0406  0.0154
0.275   1.94    0.34    22.4    0.0511  0.0274  0.0065
0.275   1.94    0.34    36.83   0.0351  0.0164  0.0105
0.275   1.94    0.34    51.88   0.0483  0.0127  0.0056
0.275   1.94    0.34    66.95   0.0114  0.012   0.0055
0.275   1.94    0.34    82.02   0.0025  0.0112  0.0034
0.275   1.94    0.34    97.09   0.0063  0.0091  0.0056
0.275   1.94    0.34    112.16  -0.0036 0.0112  0.0083
0.275   1.94    0.34    127.24  0.018   0.0153  0.0109
0.275   1.94    0.34    142.31  0   0   0
0.275   1.94    0.34    157.39  0   0   0
0.275   1.94    0.34    172.46  0   0   0
0.275   1.94    0.34    187.54  0   0   0
0.275   1.94    0.34    202.61  0   0   0
0.275   1.94    0.34    217.69  0   0   0
0.275   1.94    0.34    232.76  0.0031  0.0288  0.0035
0.275   1.94    0.34    247.84  -0.0056 0.0127  0.0047
0.275   1.94    0.34    262.91  -0.0236 0.0112  0.0075
0.275   1.94    0.34    277.98  -0.0278 0.0103  0.0076
0.275   1.94    0.34    293.05  -0.04   0.0143  0.008
0.275   1.94    0.34    308.12  -0.0584 0.0172  0.0114
0.275   1.94    0.34    323.17  -0.0346 0.0185  0.0104
0.275   1.94    0.34    337.6   -0.0338 0.0222  0.012
0.275   1.94    0.34    352.1   -0.0301 0.0362  0.0102
0.275   2.35    0.2 7.61    0.0681  0.08    0.0786
0.275   2.35    0.2 22.79   0.0742  0.051   0.0518
0.275   2.35    0.2 37.67   0.148   0.039   0.0158
0.275   2.35    0.2 52.38   0.0532  0.0299  0.0109
0.275   2.35    0.2 67.08   0.0294  0.0271  0.0091
0.275   2.35    0.2 82.13   0.0628  0.0256  0.0077
0.275   2.35    0.2 97.18   0.0219  0.0174  0.0077
0.275   2.35    0.2 112.23  0.0049  0.0147  0.0108
0.275   2.35    0.2 127.29  0.0248  0.0151  0.0094
0.275   2.35    0.2 142.34  0.0143  0.0186  0.0111
0.275   2.35    0.2 157.41  0.0318  0.0199  0.0051
0.275   2.35    0.2 172.47  -0.0094 0.0152  0.0078
0.275   2.35    0.2 187.53  0   0   0
0.275   2.35    0.2 202.59  -0.0171 0.017   0.0062
0.275   2.35    0.2 217.66  -0.0176 0.0179  0.0052
0.275   2.35    0.2 232.71  -0.0322 0.0181  0.006
0.275   2.35    0.2 247.77  -0.0151 0.017   0.0043
0.275   2.35    0.2 262.82  -0.0377 0.0183  0.0085
0.275   2.35    0.2 277.87  -0.0423 0.0214  0.0043
0.275   2.35    0.2 292.92  -0.1058 0.0307  0.0214
0.275   2.35    0.2 307.62  -0.1804 0.0366  0.0291
0.275   2.35    0.2 322.33  -0.0825 0.0365  0.0221
0.275   2.35    0.2 337.21  -0.0394 0.0537  0.0202
0.275   2.35    0.2 352.39  -0.0344 0.0717  0.0184
0.275   2.35    0.26    8.25    0   0   0
0.275   2.35    0.26    23.32   0.0115  0.0573  0.0363
0.275   2.35    0.26    37.74   0.1317  0.0321  0.0109
0.275   2.35    0.26    52.32   0.0209  0.0216  0.0207
0.275   2.35    0.26    67.02   0.06    0.0199  0.0106
0.275   2.35    0.26    82.08   0.0394  0.017   0.0037
0.275   2.35    0.26    97.15   0.0215  0.0122  0.0033
0.275   2.35    0.26    112.21  0.0396  0.0112  0.0062
0.275   2.35    0.26    127.28  0.0013  0.0129  0.0018
0.275   2.35    0.26    142.34  0.0183  0.0135  0.0021
0.275   2.35    0.26    157.4   0.0038  0.0103  0.0036
0.275   2.35    0.26    172.47  0.0052  0.0127  0.0056
0.275   2.35    0.26    187.53  -0.0213 0.0147  0.0078
0.275   2.35    0.26    202.6   -0.0212 0.0111  0.0067
0.275   2.35    0.26    217.66  -0.0077 0.0103  0.0041
0.275   2.35    0.26    232.72  -0.0172 0.011   0.0067
0.275   2.35    0.26    247.79  -0.0226 0.0129  0.0058
0.275   2.35    0.26    262.85  -0.0147 0.0114  0.0039
0.275   2.35    0.26    277.92  -0.0357 0.0166  0.0051
0.275   2.35    0.26    292.98  -0.0336 0.0206  0.0084
0.275   2.35    0.26    307.68  -0.0471 0.0265  0.013
0.275   2.35    0.26    322.26  -0.105  0.0314  0.0096
0.275   2.35    0.26    336.68  -0.16   0.049   0.0411
0.275   2.35    0.26    351.75  0   0   0
0.275   2.35    0.34    10.63   0   0   0
0.275   2.35    0.34    25.61   0   0   0
0.275   2.35    0.34    38.16   0.0242  0.0237  0.0099
0.275   2.35    0.34    52.21   0.0517  0.0156  0.0082
0.275   2.35    0.34    66.95   0.0343  0.0132  0.0061
0.275   2.35    0.34    82.04   0.0237  0.0116  0.0069
0.275   2.35    0.34    97.12   0.0056  0.0086  0.0049
0.275   2.35    0.34    112.19  0.0141  0.0075  0.0014
0.275   2.35    0.34    127.26  0.0082  0.0089  0.0046
0.275   2.35    0.34    142.33  0.0187  0.0085  0.0042
0.275   2.35    0.34    157.4   -0.0022 0.0095  0.0038
0.275   2.35    0.34    172.46  0.004   0.0099  0.0049
0.275   2.35    0.34    187.54  0   0.0097  0.0041
0.275   2.35    0.34    202.6   0.0096  0.0071  0.0035
0.275   2.35    0.34    217.67  -0.0022 0.0077  0.0025
0.275   2.35    0.34    232.74  -0.0062 0.0078  0.0039
0.275   2.35    0.34    247.81  -0.0049 0.0096  0.0031
0.275   2.35    0.34    262.88  -0.0333 0.0098  0.0069
0.275   2.35    0.34    277.96  -0.0066 0.0106  0.0041
0.275   2.35    0.34    293.05  -0.022  0.0126  0.0043
0.275   2.35    0.34    307.79  -0.0718 0.0186  0.011
0.275   2.35    0.34    321.84  -0.0396 0.0251  0.0199
0.275   2.35    0.34    334.39  0   0   0
0.275   2.35    0.34    349.37  0   0   0
0.275   2.35    0.45    7.5 0   0   0
0.275   2.35    0.45    28.13   0   0   0
0.275   2.35    0.45    38.8    0.066   0.0177  0.0083
0.275   2.35    0.45    51.96   0.0166  0.0097  0.0029
0.275   2.35    0.45    66.9    0.0416  0.0088  0.0055
0.275   2.35    0.45    82.01   0.0054  0.0073  0.0042
0.275   2.35    0.45    97.1    0.0175  0.0054  0.0017
0.275   2.35    0.45    112.18  0.0067  0.0047  0.0015
0.275   2.35    0.45    127.26  0.0179  0.0056  0.003
0.275   2.35    0.45    142.32  0.0011  0.0098  0.0023
0.275   2.35    0.45    157.4   0.0022  0.0075  0.0015
0.275   2.35    0.45    172.47  -0.0128 0.0084  0.0048
0.275   2.35    0.45    187.53  -0.0011 0.0087  0.0057
0.275   2.35    0.45    202.6   0.0033  0.0049  0.0023
0.275   2.35    0.45    217.68  -0.0089 0.0045  0.0028
0.275   2.35    0.45    232.74  0.0027  0.0055  0.0022
0.275   2.35    0.45    247.82  0.0058  0.0051  0.0026
0.275   2.35    0.45    262.9   -0.0189 0.0056  0.0024
0.275   2.35    0.45    277.99  -0.0038 0.0052  0.0019
0.275   2.35    0.45    293.1   -0.0212 0.0089  0.0037
0.275   2.35    0.45    308.04  -0.0289 0.0119  0.0055
0.275   2.35    0.45    321.2   -0.0255 0.018   0.0044
0.275   2.35    0.45    331.87  0   0   0
0.275   2.35    0.45    352.5   0   0   0
0.304   2.1 0.2 7.42    0.0059  0.0294  0.0107
0.304   2.1 0.2 22.29   -0.0125 0.0271  0.0111
0.304   2.1 0.2 37.2    0.0181  0.0212  0.0081
0.304   2.1 0.2 52.16   0.0324  0.0188  0.0045
0.304   2.1 0.2 67.15   0.0239  0.0169  0.0128
0.304   2.1 0.2 82.16   0.0335  0.0184  0.0113
0.304   2.1 0.2 97.19   -0.008  0.0201  0.0068
0.304   2.1 0.2 112.23  0.0199  0.0166  0.006
0.304   2.1 0.2 127.28  -0.0045 0.0213  0.0073
0.304   2.1 0.2 142.33  -0.0286 0.0344  0.0434
0.304   2.1 0.2 157.4   0.0384  0.0323  0.0139
0.304   2.1 0.2 172.46  0   0   0
0.304   2.1 0.2 187.54  0   0   0
0.304   2.1 0.2 202.6   0.0305  0.0239  0.015
0.304   2.1 0.2 217.67  -0.0219 0.0192  0.0047
0.304   2.1 0.2 232.72  0   0   0
0.304   2.1 0.2 247.77  -0.0263 0.0186  0.0147
0.304   2.1 0.2 262.81  -0.0193 0.0146  0.016
0.304   2.1 0.2 277.84  -0.038  0.0173  0.006
0.304   2.1 0.2 292.85  -0.0545 0.0201  0.0115
0.304   2.1 0.2 307.84  -0.0342 0.0251  0.0131
0.304   2.1 0.2 322.8   -0.0341 0.0229  0.0051
0.304   2.1 0.2 337.71  -0.0716 0.0248  0.0155
0.304   2.1 0.2 352.58  -0.0352 0.0261  0.0041
0.304   2.58    0.2 7.52    0.0026  0.0401  0.0125
0.304   2.58    0.2 22.49   0.0234  0.0332  0.0063
0.304   2.58    0.2 37.48   0.053   0.0236  0.0092
0.304   2.58    0.2 52.19   0.0358  0.0225  0.0078
0.304   2.58    0.2 67.14   0.0387  0.0201  0.0048
0.304   2.58    0.2 82.17   0.0596  0.021   0.01
0.304   2.58    0.2 97.21   0.0108  0.0152  0.0068
0.304   2.58    0.2 112.25  -0.0094 0.0148  0.0091
0.304   2.58    0.2 127.3   0.0539  0.019   0.0058
0.304   2.58    0.2 142.36  0.0016  0.0153  0.0028
0.304   2.58    0.2 157.41  0.0061  0.0125  0.0028
0.304   2.58    0.2 172.47  -0.0042 0.0104  0.0031
0.304   2.58    0.2 187.53  -0.0131 0.0151  0.0077
0.304   2.58    0.2 202.59  0.0036  0.0103  0.0045
0.304   2.58    0.2 217.64  0.0033  0.0101  0.0041
0.304   2.58    0.2 232.7   -0.0094 0.0147  0.0039
0.304   2.58    0.2 247.75  -0.0126 0.0162  0.0086
0.304   2.58    0.2 262.79  -0.0387 0.0166  0.0045
