id = 100
editor = DM
# data restricted to DVCS kinematics Q2> 1.5 GeV^2 and -t/Q2 < 0.25
# only data are taken where 18 bins and more are filled

### Experiment E145M1

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2015
reference = arXiv:1504.02009
inspiretex = Jo:2015ema
reference2 = CLAS data base E145M1, restricted kinematics

### Scattering Process

frame = Trento

in1energy = 5.75
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XUU


y1name = XUU
y1namelong = Beam Helicity Independent Cross Section
0.244   1.79    0.15    67.12   0.3724  0.0373  0.0379
0.244   1.79    0.15    82.14   0.2828  0.0323  0.0468
0.244   1.79    0.15    97.17   0.2293  0.0234  0.0361
0.244   1.79    0.15    112.21  0.1818  0.02    0.0194
0.244   1.79    0.15    127.27  0.2182  0.0315  0.0481
0.244   1.79    0.15    142.32  0.1612  0.0329  0.025
0.244   1.79    0.15    157.39  0.1086  0.0294  0.0118
0.244   1.79    0.15    172.46  0.1541  0.0491  0.0309
0.244   1.79    0.15    187.54  0.1199  0.0546  0.0431
0.244   1.79    0.15    202.61  0.1411  0.0383  0.0377
0.244   1.79    0.15    217.68  0.1512  0.0286  0.0103
0.244   1.79    0.15    232.73  0.1274  0.0243  0.0193
0.244   1.79    0.15    247.79  0.1943  0.023   0.0456
0.244   1.79    0.15    262.83  0.2291  0.0227  0.0224
0.244   1.79    0.15    277.86  0.3598  0.0326  0.0454
0.244   1.79    0.15    292.88  0.3639  0.0381  0.03
0.244   1.79    0.15    307.88  0.5853  0.0441  0.0368
0.244   1.79    0.15    322.85  0.725   0.0424  0.0475
0.244   1.79    0.15    337.75  0.8891  0.0455  0.0607
0.244   1.79    0.15    352.58  1.0467  0.0573  0.0905
0.244   1.79    0.2 7.52    0.9157  0.055   0.0754
0.244   1.79    0.2 22.29   0.8046  0.045   0.0756
0.244   1.79    0.2 37.03   0.6066  0.0342  0.0489
0.244   1.79    0.2 52.02   0.4434  0.03    0.042
0.244   1.79    0.2 67.04   0.3548  0.0335  0.0368
0.244   1.79    0.2 82.09   0.2085  0.0265  0.0183
0.244   1.79    0.2 97.14   0.1219  0.0168  0.0171
0.244   1.79    0.2 112.19  0.1078  0.0148  0.0134
0.244   1.79    0.2 127.25  0.0996  0.017   0.0138
0.244   1.79    0.2 142.32  0.1133  0.0236  0.0199
0.244   1.79    0.2 157.39  0.0752  0.0163  0.0075
0.244   1.79    0.2 172.46  0.0729  0.0205  0.0101
0.244   1.79    0.2 187.54  0   0   0
0.244   1.79    0.2 202.61  0.0993  0.0214  0.0235
0.244   1.79    0.2 217.68  0.133   0.0214  0.0101
0.244   1.79    0.2 232.75  0.0839  0.0172  0.0142
0.244   1.79    0.2 247.81  0.1148  0.0177  0.0313
0.244   1.79    0.2 262.86  0.129   0.0168  0.0167
0.244   1.79    0.2 277.91  0.2297  0.0239  0.0179
0.244   1.79    0.2 292.96  0.2418  0.0283  0.0362
0.244   1.79    0.2 307.98  0.5125  0.0408  0.0632
0.244   1.79    0.2 322.97  0.5915  0.0358  0.0525
0.244   1.79    0.2 337.71  0.7738  0.0401  0.0527
0.244   1.79    0.2 352.48  0.9827  0.0526  0.064
0.244   1.79    0.26    7.94    0.9687  0.0622  0.0804
0.244   1.79    0.26    22.8    0.7506  0.0394  0.0695
0.244   1.79    0.26    36.9    0.4449  0.0243  0.0358
0.244   1.79    0.26    51.92   0.3577  0.0221  0.0209
0.244   1.79    0.26    66.98   0.2284  0.0204  0.014
0.244   1.79    0.26    82.04   0.1546  0.0186  0.0136
0.244   1.79    0.26    97.11   0.1155  0.0139  0.016
0.244   1.79    0.26    112.17  0.097   0.0127  0.0098
0.244   1.79    0.26    127.24  0.0862  0.0153  0.0233
0.244   1.79    0.26    142.31  0.0511  0.0145  0.0072
0.244   1.79    0.26    157.38  0.0441  0.0149  0.0126
0.244   1.79    0.26    172.46  0.095   0.0263  0.0204
0.244   1.79    0.26    187.54  0.0736  0.0285  0.011
0.244   1.79    0.26    202.62  0.0792  0.021   0.0065
0.244   1.79    0.26    217.69  0.0564  0.0132  0.0186
0.244   1.79    0.26    232.76  0.0652  0.0142  0.0183
0.244   1.79    0.26    247.83  0.1025  0.0159  0.0113
0.244   1.79    0.26    262.89  0.1127  0.0133  0.0156
0.244   1.79    0.26    277.96  0.1456  0.0147  0.0148
0.244   1.79    0.26    293.02  0.2293  0.0217  0.0386
0.244   1.79    0.26    308.08  0.3108  0.0261  0.0225
0.244   1.79    0.26    323.1   0.4629  0.0267  0.0296
0.244   1.79    0.26    337.2   0.7417  0.0351  0.0438
0.244   1.79    0.26    352.06  1.1343  0.0594  0.0815
0.244   1.8 0.34    9.48    0   0   0
0.244   1.8 0.34    24.21   0.6359  0.0433  0.0569
0.244   1.8 0.34    36.86   0.3775  0.02    0.0233
0.244   1.8 0.34    51.81   0.2216  0.0151  0.014
0.244   1.8 0.34    66.91   0.1277  0.0129  0.0105
0.244   1.8 0.34    82  0.0778  0.0113  0.0063
0.244   1.8 0.34    97.08   0.0699  0.0097  0.0051
0.244   1.8 0.34    112.15  0.0516  0.009   0.0056
0.244   1.8 0.34    127.23  0.0551  0.0134  0.0147
0.244   1.8 0.34    142.31  0   0   0
0.244   1.8 0.34    157.38  0.0316  0.019   0.0054
0.244   1.8 0.34    172.46  0   0   0
0.244   1.8 0.34    187.54  0   0   0
0.244   1.8 0.34    202.62  0.0564  0.0292  0.0178
0.244   1.8 0.34    217.69  0.1114  0.0331  0.0495
0.244   1.8 0.34    232.77  0.0517  0.0145  0.0152
0.244   1.8 0.34    247.85  0.0663  0.0131  0.0158
0.244   1.8 0.34    262.92  0.0895  0.0103  0.0094
0.244   1.8 0.34    278 0.0878  0.0094  0.0109
0.244   1.8 0.34    293.09  0.1615  0.0158  0.0195
0.244   1.8 0.34    308.19  0.2246  0.0189  0.0247
0.244   1.8 0.34    323.14  0.3849  0.0218  0.0334
0.244   1.8 0.34    335.79  0.6702  0.0367  0.0394
0.244   1.8 0.34    350.52  0   0   0
0.244   2.12    0.11    7.54    1.5346  0.0956  0.0983
0.244   2.12    0.11    22.6    1.4207  0.0742  0.1101
0.244   2.12    0.11    37.61   1.0404  0.056   0.1078
0.244   2.12    0.11    52.44   0.8799  0.0565  0.0655
0.244   2.12    0.11    67.2    0.6952  0.0555  0.0397
0.244   2.12    0.11    82.22   0.5983  0.0487  0.0573
0.244   2.12    0.11    97.24   0.507   0.0411  0.0603
0.244   2.12    0.11    112.27  0.3218  0.037   0.0204
0.244   2.12    0.11    127.31  0.2593  0.0463  0.038
0.244   2.12    0.11    142.36  0.2583  0.0513  0.0376
0.244   2.12    0.11    157.41  0.205   0.0453  0.0143
0.244   2.12    0.11    172.47  0.156   0.0525  0.0218
0.244   2.12    0.11    187.53  0.159   0.0537  0.0208
0.244   2.12    0.11    202.59  0.1964  0.0444  0.0221
0.244   2.12    0.11    217.64  0.3118  0.0545  0.0794
0.244   2.12    0.11    232.69  0.3251  0.0542  0.0702
0.244   2.12    0.11    247.73  0.3892  0.0409  0.0656
0.244   2.12    0.11    262.76  0.3741  0.0348  0.0274
0.244   2.12    0.11    277.78  0.6233  0.0508  0.0829
0.244   2.12    0.11    292.8   0.7363  0.0564  0.1003
0.244   2.12    0.11    307.56  0.8337  0.0531  0.0651
0.244   2.12    0.11    322.39  1.2046  0.0613  0.0864
0.244   2.12    0.11    337.4   1.3884  0.0742  0.1199
0.244   2.12    0.11    352.46  1.695   0.0997  0.1321
0.245   2.12    0.15    7.67    1.84    0.12    0.19
0.245   2.12    0.15    22.96   1.5919  0.0845  0.1042
0.245   2.12    0.15    37.7    1.0971  0.0565  0.081
0.245   2.12    0.15    52.54   0.7936  0.0467  0.0768
0.245   2.12    0.15    67.11   0.6149  0.0423  0.0586
0.245   2.12    0.15    82.14   0.4462  0.0337  0.0389
0.245   2.12    0.15    97.19   0.3359  0.025   0.0352
0.245   2.12    0.15    112.24  0.3084  0.0258  0.0395
0.245   2.12    0.15    127.29  0.2034  0.0259  0.022
0.245   2.12    0.15    142.35  0.1898  0.0269  0.0159
0.245   2.12    0.15    157.41  0.1622  0.0236  0.033
0.245   2.12    0.15    172.47  0.1458  0.0281  0.0108
0.245   2.12    0.15    187.53  0.1656  0.0305  0.0132
0.245   2.12    0.15    202.59  0.1535  0.0215  0.0132
0.245   2.12    0.15    217.65  0.163   0.0209  0.0233
0.245   2.12    0.15    232.71  0.2283  0.0261  0.0242
0.245   2.12    0.15    247.76  0.2927  0.0262  0.0353
0.245   2.12    0.15    262.81  0.2986  0.0239  0.0246
0.245   2.12    0.15    277.86  0.4838  0.0343  0.0293
0.245   2.12    0.15    292.89  0.568   0.0416  0.0452
0.245   2.12    0.15    307.46  0.8974  0.0511  0.0685
0.245   2.12    0.15    322.3   1.2003  0.059   0.0916
0.245   2.12    0.15    337.04  1.6672  0.081   0.1654
0.245   2.12    0.15    352.33  1.7781  0.1107  0.13
0.245   2.12    0.2 8.89    0   0   0
0.245   2.12    0.2 23.98   0   0   0
0.245   2.12    0.2 38.17   1.0285  0.0542  0.071
0.245   2.12    0.2 52.69   0.6593  0.0393  0.0461
0.245   2.12    0.2 67.03   0.4148  0.0331  0.0288
0.245   2.12    0.2 82.09   0.3466  0.0292  0.0304
0.245   2.12    0.2 97.15   0.2423  0.0216  0.0213
0.245   2.12    0.2 112.22  0.1719  0.0179  0.0152
0.245   2.12    0.2 127.28  0.1102  0.0173  0.0081
0.245   2.12    0.2 142.34  0.1249  0.0183  0.0247
0.245   2.12    0.2 157.4   0.1269  0.0171  0.0248
0.245   2.12    0.2 172.47  0.0759  0.0143  0.0078
0.245   2.12    0.2 187.53  0.0884  0.0157  0.0157
0.245   2.12    0.2 202.6   0.1162  0.0143  0.0113
0.245   2.12    0.2 217.66  0.1069  0.0142  0.0165
0.245   2.12    0.2 232.72  0.1499  0.0196  0.0178
0.245   2.12    0.2 247.78  0.1564  0.0189  0.0092
0.245   2.12    0.2 262.85  0.2092  0.0204  0.014
0.245   2.12    0.2 277.91  0.3031  0.0261  0.0411
0.245   2.12    0.2 292.97  0.3802  0.032   0.0462
0.245   2.12    0.2 307.31  0.6291  0.0425  0.0507
0.245   2.12    0.2 321.83  1.0307  0.0554  0.0914
0.245   2.12    0.2 336.02  0   0   0
0.245   2.12    0.2 351.11  0   0   0
0.245   2.12    0.26    14.3    0   0   0
0.245   2.12    0.26    26.39   0   0   0
0.245   2.12    0.26    38.87   0.8554  0.0459  0.0683
0.245   2.12    0.26    52.71   0.4852  0.0265  0.0741
0.245   2.12    0.26    66.97   0.3119  0.0236  0.0433
0.245   2.12    0.26    82.06   0.2109  0.0194  0.023
0.245   2.12    0.26    97.13   0.1577  0.0143  0.0114
0.245   2.12    0.26    112.2   0.1196  0.0125  0.0092
0.245   2.12    0.26    127.27  0.0985  0.0133  0.0096
0.245   2.12    0.26    142.33  0.0841  0.0128  0.0119
0.245   2.12    0.26    157.4   0.0808  0.0107  0.0128
0.245   2.12    0.26    172.47  0.0692  0.011   0.0077
0.245   2.12    0.26    187.53  0.0595  0.0107  0.0124
0.245   2.12    0.26    202.6   0.0713  0.0095  0.0111
0.245   2.12    0.26    217.67  0.0814  0.0103  0.0094
0.245   2.12    0.26    232.73  0.0917  0.0127  0.0055
0.245   2.12    0.26    247.8   0.103   0.0135  0.0072
0.245   2.12    0.26    262.87  0.1362  0.0136  0.0092
0.245   2.12    0.26    277.94  0.1797  0.0156  0.0132
0.245   2.12    0.26    293.03  0.3344  0.0244  0.0209
0.245   2.12    0.26    307.29  0.4754  0.03    0.0445
0.245   2.12    0.26    321.13  0.7407  0.0429  0.0493
0.245   2.12    0.26    333.61  0   0   0
0.245   2.12    0.26    345.7   0   0   0
0.245   2.12    0.34    7.5 0   0   0
0.245   2.12    0.34    28.65   0   0   0
0.245   2.12    0.34    39.99   0.5777  0.0368  0.0563
0.245   2.12    0.34    52.42   0.296   0.0167  0.0173
0.245   2.12    0.34    66.92   0.2033  0.0153  0.0165
0.245   2.12    0.34    82.02   0.1516  0.0145  0.0126
0.245   2.12    0.34    97.11   0.0967  0.0096  0.0107
0.245   2.12    0.34    112.19  0.0792  0.0089  0.0087
0.245   2.12    0.34    127.26  0.0711  0.0099  0.0151
0.245   2.12    0.34    142.33  0.041   0.0077  0.0133
0.245   2.12    0.34    157.4   0.0343  0.0061  0.0084
0.245   2.12    0.34    172.46  0.0365  0.0069  0.0039
0.245   2.12    0.34    187.54  0.0264  0.0063  0.0042
0.245   2.12    0.34    202.6   0.048   0.0071  0.0088
0.245   2.12    0.34    217.67  0.0491  0.0068  0.0037
0.245   2.12    0.34    232.74  0.0673  0.0097  0.0046
0.245   2.12    0.34    247.81  0.0769  0.0103  0.0139
0.245   2.12    0.34    262.89  0.0974  0.0102  0.0137
0.245   2.12    0.34    277.98  0.1327  0.0112  0.0099
0.245   2.12    0.34    293.08  0.1938  0.0157  0.0152
0.245   2.12    0.34    307.58  0.3127  0.0204  0.021
0.245   2.12    0.34    320.01  0.584   0.038   0.0718
0.245   2.12    0.34    331.35  0   0   0
0.245   2.12    0.34    352.5   0   0   0
0.245   2.12    0.45    7.5 0   0   0
0.245   2.12    0.45    22.5    0   0   0
0.245   2.12    0.45    40.64   0   0   0
0.245   2.12    0.45    51.97   0.1767  0.0101  0.0111
0.245   2.12    0.45    66.88   0.1016  0.0088  0.0085
0.245   2.12    0.45    82  0.0701  0.0077  0.0068
0.245   2.12    0.45    97.09   0.0553  0.006   0.0094
0.245   2.12    0.45    112.17  0.0425  0.0051  0.0054
0.245   2.12    0.45    127.25  0.0318  0.0054  0.0086
0.245   2.12    0.45    142.32  0.0264  0.0054  0.0043
0.245   2.12    0.45    157.39  0.021   0.0046  0.0037
0.245   2.12    0.45    172.46  0.0297  0.006   0.0102
0.245   2.12    0.45    187.54  0.0264  0.0066  0.0048
0.245   2.12    0.45    202.61  0.0286  0.0054  0.0032
0.245   2.12    0.45    217.68  0.0378  0.0057  0.0118
0.245   2.12    0.45    232.75  0.0304  0.0053  0.0052
0.245   2.12    0.45    247.83  0.0318  0.0055  0.0053
0.245   2.12    0.45    262.91  0.0658  0.0066  0.0054
0.245   2.12    0.45    278 0.0823  0.0072  0.0051
0.245   2.12    0.45    293.12  0.1207  0.01    0.0096
0.245   2.12    0.45    308.03  0.1773  0.0123  0.0164
0.245   2.12    0.45    319.36  0.2733  0.0218  0.0238
0.245   2.12    0.45    337.5   0   0   0
0.245   2.12    0.45    352.5   0   0   0
0.274   1.94    0.2 7.39    0.4953  0.0371  0.0307
0.274   1.94    0.2 22.22   0.401   0.0306  0.0273
0.274   1.94    0.2 37.12   0.3268  0.0248  0.0287
0.274   1.94    0.2 52.09   0.2833  0.0237  0.0231
0.274   1.94    0.2 67.1    0.1406  0.0185  0.0133
0.274   1.94    0.2 82.12   0.1282  0.0194  0.0176
0.274   1.94    0.2 97.16   0.1173  0.016   0.03
0.274   1.94    0.2 112.21  0.0964  0.0145  0.0205
0.274   1.94    0.2 127.26  0.0718  0.0178  0.0105
0.274   1.94    0.2 142.32  0   0   0
0.274   1.94    0.2 157.39  0.0689  0.0353  0.0321
0.274   1.94    0.2 172.46  0   0   0
0.274   1.94    0.2 187.54  0.0769  0.0394  0.0548
0.274   1.94    0.2 202.61  0.0741  0.0269  0.013
0.274   1.94    0.2 217.68  0.0586  0.0211  0.0134
0.274   1.94    0.2 232.74  0.0794  0.0238  0.022
0.274   1.94    0.2 247.79  0.0625  0.0132  0.0047
0.274   1.94    0.2 262.84  0.0907  0.0125  0.0161
0.274   1.94    0.2 277.88  0.1277  0.0164  0.022
0.274   1.94    0.2 292.9   0.1568  0.0224  0.011
0.274   1.94    0.2 307.91  0.24    0.0253  0.0247
0.274   1.94    0.2 322.88  0.3524  0.0269  0.0269
0.274   1.94    0.2 337.78  0.4428  0.0285  0.0297
0.274   1.94    0.2 352.61  0.482   0.0328  0.0319
0.274   1.94    0.26    7.47    0.45    0.0284  0.0456
0.274   1.94    0.26    22.11   0.3698  0.0245  0.0256
0.274   1.94    0.26    37  0.2619  0.0175  0.0176
0.274   1.94    0.26    51.99   0.2121  0.0158  0.0185
0.274   1.94    0.26    67.02   0.1333  0.0142  0.0086
0.274   1.94    0.26    82.07   0.0994  0.0142  0.0164
0.274   1.94    0.26    97.12   0.0682  0.0106  0.0073
0.274   1.94    0.26    112.19  0.0752  0.0115  0.0167
0.274   1.94    0.26    127.25  0.0733  0.0179  0.0207
0.274   1.94    0.26    142.31  0.0696  0.0358  0.045
0.274   1.94    0.26    157.39  0   0   0
0.274   1.94    0.26    172.46  0   0   0
0.274   1.94    0.26    187.54  0   0   0
0.274   1.94    0.26    202.61  0   0   0
0.274   1.94    0.26    217.69  0   0   0
0.274   1.94    0.26    232.75  0.033   0.0139  0.0126
0.274   1.94    0.26    247.81  0.0399  0.0097  0.0145
0.274   1.94    0.26    262.88  0.0621  0.0092  0.0198
0.274   1.94    0.26    277.93  0.1124  0.0129  0.009
0.274   1.94    0.26    292.98  0.1663  0.0179  0.0279
0.274   1.94    0.26    308.01  0.2173  0.0207  0.0272
0.274   1.94    0.26    323 0.2853  0.0194  0.0234
0.274   1.94    0.26    337.89  0.4111  0.0225  0.0279
0.274   1.94    0.26    352.53  0.4757  0.0265  0.0301
0.275   1.94    0.34    7.9 0.5178  0.0333  0.06
0.275   1.94    0.34    22.4    0.3707  0.0224  0.0243
0.275   1.94    0.34    36.83   0.2025  0.0134  0.02
0.275   1.94    0.34    51.88   0.1272  0.0104  0.0119
0.275   1.94    0.34    66.95   0.0933  0.0098  0.0058
0.275   1.94    0.34    82.02   0.061   0.0092  0.0047
0.275   1.94    0.34    97.09   0.0382  0.0075  0.0135
0.275   1.94    0.34    112.16  0.0355  0.0092  0.0072
0.275   1.94    0.34    127.24  0.0221  0.0122  0.0169
0.275   1.94    0.34    142.31  0   0   0
0.275   1.94    0.34    157.39  0   0   0
0.275   1.94    0.34    172.46  0   0   0
0.275   1.94    0.34    187.54  0   0   0
0.275   1.94    0.34    202.61  0   0   0
0.275   1.94    0.34    217.69  0   0   0
0.275   1.94    0.34    232.76  0.0512  0.0237  0.0134
0.275   1.94    0.34    247.84  0.0339  0.0103  0.0093
0.275   1.94    0.34    262.91  0.0618  0.0091  0.0165
0.275   1.94    0.34    277.98  0.0704  0.0084  0.0075
0.275   1.94    0.34    293.05  0.1013  0.0118  0.0082
0.275   1.94    0.34    308.12  0.1347  0.014   0.0215
0.275   1.94    0.34    323.17  0.218   0.0151  0.0221
0.275   1.94    0.34    337.6   0.3271  0.0182  0.0322
0.275   1.94    0.34    352.1   0.5466  0.0296  0.0421
0.275   2.35    0.2 7.61    1.0196  0.0655  0.1121
0.275   2.35    0.2 22.79   0.6189  0.0416  0.055
0.275   2.35    0.2 37.67   0.5767  0.0319  0.0522
0.275   2.35    0.2 52.38   0.366   0.0245  0.0242
0.275   2.35    0.2 67.08   0.2377  0.0222  0.0203
0.275   2.35    0.2 82.13   0.2327  0.021   0.0199
0.275   2.35    0.2 97.18   0.1494  0.0143  0.0207
0.275   2.35    0.2 112.23  0.1085  0.012   0.0127
0.275   2.35    0.2 127.29  0.066   0.0123  0.0097
0.275   2.35    0.2 142.34  0.0717  0.0151  0.0103
0.275   2.35    0.2 157.41  0.106   0.0163  0.0274
0.275   2.35    0.2 172.47  0.059   0.0125  0.0064
0.275   2.35    0.2 187.53  0   0   0
0.275   2.35    0.2 202.59  0.0854  0.0138  0.0092
0.275   2.35    0.2 217.66  0.1009  0.0147  0.0115
0.275   2.35    0.2 232.71  0.0919  0.0149  0.0109
0.275   2.35    0.2 247.77  0.1121  0.0139  0.0242
0.275   2.35    0.2 262.82  0.1702  0.015   0.0123
0.275   2.35    0.2 277.87  0.1965  0.0175  0.0175
0.275   2.35    0.2 292.92  0.2932  0.0253  0.0214
0.275   2.35    0.2 307.62  0.4239  0.03    0.0429
0.275   2.35    0.2 322.33  0.5011  0.0299  0.0353
0.275   2.35    0.2 337.21  0.8258  0.044   0.0902
0.275   2.35    0.2 352.39  0.9405  0.0588  0.0816
0.275   2.35    0.26    8.25    0   0   0
0.275   2.35    0.26    23.32   0.7787  0.047   0.0635
0.275   2.35    0.26    37.74   0.5176  0.0263  0.0391
0.275   2.35    0.26    52.32   0.2894  0.0177  0.02
0.275   2.35    0.26    67.02   0.1906  0.0163  0.0156
0.275   2.35    0.26    82.08   0.1383  0.0139  0.0117
0.275   2.35    0.26    97.15   0.1026  0.01    0.0085
0.275   2.35    0.26    112.21  0.0914  0.0092  0.0064
0.275   2.35    0.26    127.28  0.077   0.0106  0.012
0.275   2.35    0.26    142.34  0.0595  0.011   0.0052
0.275   2.35    0.26    157.4   0.042   0.0084  0.0045
0.275   2.35    0.26    172.47  0.0524  0.0104  0.0133
0.275   2.35    0.26    187.53  0.0569  0.012   0.0207
0.275   2.35    0.26    202.6   0.0572  0.0091  0.01
0.275   2.35    0.26    217.66  0.0597  0.0085  0.0091
0.275   2.35    0.26    232.72  0.059   0.009   0.0096
0.275   2.35    0.26    247.79  0.0886  0.0106  0.0061
0.275   2.35    0.26    262.85  0.0902  0.0093  0.007
0.275   2.35    0.26    277.92  0.1639  0.0136  0.0147
0.275   2.35    0.26    292.98  0.1946  0.0169  0.0201
0.275   2.35    0.26    307.68  0.3165  0.0217  0.0253
0.275   2.35    0.26    322.26  0.4857  0.0257  0.0408
0.275   2.35    0.26    336.68  0.7429  0.0401  0.0939
0.275   2.35    0.26    351.75  0   0   0
0.275   2.35    0.34    10.63   0   0   0
0.275   2.35    0.34    25.61   0   0   0
0.275   2.35    0.34    38.16   0.349   0.0194  0.0252
0.275   2.35    0.34    52.21   0.2235  0.0128  0.0165
0.275   2.35    0.34    66.95   0.1259  0.0109  0.0095
0.275   2.35    0.34    82.04   0.0863  0.0095  0.0075
0.275   2.35    0.34    97.12   0.0603  0.007   0.0071
0.275   2.35    0.34    112.19  0.0546  0.0062  0.005
0.275   2.35    0.34    127.26  0.0523  0.0073  0.0041
0.275   2.35    0.34    142.33  0.0293  0.007   0.0034
0.275   2.35    0.34    157.4   0.0393  0.0078  0.0048
0.275   2.35    0.34    172.46  0.0332  0.0081  0.0044
0.275   2.35    0.34    187.54  0.029   0.008   0.0052
0.275   2.35    0.34    202.6   0.0284  0.0057  0.0037
0.275   2.35    0.34    217.67  0.0457  0.0063  0.0065
0.275   2.35    0.34    232.74  0.042   0.0064  0.0076
0.275   2.35    0.34    247.81  0.0616  0.0079  0.0055
0.275   2.35    0.34    262.88  0.0801  0.0081  0.0084
0.275   2.35    0.34    277.96  0.0944  0.0087  0.011
0.275   2.35    0.34    293.05  0.108   0.0103  0.0089
0.275   2.35    0.34    307.79  0.2196  0.0152  0.0159
0.275   2.35    0.34    321.84  0.3556  0.0206  0.0229
0.275   2.35    0.34    334.39  0   0   0
0.275   2.35    0.34    349.37  0   0   0
0.275   2.35    0.45    7.5 0   0   0
0.275   2.35    0.45    28.13   0   0   0
0.275   2.35    0.45    38.8    0.2577  0.0145  0.0186
0.275   2.35    0.45    51.96   0.1416  0.008   0.0139
0.275   2.35    0.45    66.9    0.0856  0.0073  0.0117
0.275   2.35    0.45    82.01   0.0527  0.006   0.0055
0.275   2.35    0.45    97.1    0.036   0.0044  0.0024
0.275   2.35    0.45    112.18  0.031   0.0039  0.0022
0.275   2.35    0.45    127.26  0.0269  0.0045  0.0041
0.275   2.35    0.45    142.32  0.0339  0.0081  0.0142
0.275   2.35    0.45    157.4   0.0195  0.0062  0.0068
0.275   2.35    0.45    172.47  0.0221  0.0068  0.0049
0.275   2.35    0.45    187.53  0.0221  0.0072  0.011
0.275   2.35    0.45    202.6   0.015   0.0041  0.0042
0.275   2.35    0.45    217.68  0.0192  0.0037  0.0036
0.275   2.35    0.45    232.74  0.025   0.0045  0.0084
0.275   2.35    0.45    247.82  0.0257  0.0042  0.0027
0.275   2.35    0.45    262.9   0.0374  0.0046  0.0065
0.275   2.35    0.45    277.99  0.0388  0.0043  0.0049
0.275   2.35    0.45    293.1   0.0877  0.0073  0.0097
0.275   2.35    0.45    308.04  0.1421  0.0098  0.0135
0.275   2.35    0.45    321.2   0.2365  0.0147  0.0355
0.275   2.35    0.45    331.87  0   0   0
0.275   2.35    0.45    352.5   0   0   0
0.304   2.1 0.2 7.42    0.2543  0.024   0.0193
0.304   2.1 0.2 22.29   0.233   0.0222  0.0167
0.304   2.1 0.2 37.2    0.1894  0.0173  0.0193
0.304   2.1 0.2 52.16   0.1578  0.0154  0.0139
0.304   2.1 0.2 67.15   0.1126  0.0138  0.0157
0.304   2.1 0.2 82.16   0.0961  0.015   0.0076
0.304   2.1 0.2 97.19   0.0847  0.0164  0.0199
0.304   2.1 0.2 112.23  0.0506  0.0134  0.005
0.304   2.1 0.2 127.28  0.0604  0.0173  0.0105
0.304   2.1 0.2 142.33  0.0733  0.0271  0.0285
0.304   2.1 0.2 157.4   0.0495  0.0263  0.0429
0.304   2.1 0.2 172.46  0   0   0
0.304   2.1 0.2 187.54  0   0   0
0.304   2.1 0.2 202.6   0.0418  0.0193  0.0077
0.304   2.1 0.2 217.67  0.0407  0.0157  0.0084
0.304   2.1 0.2 232.72  0   0   0
0.304   2.1 0.2 247.77  0.0543  0.015   0.0176
0.304   2.1 0.2 262.81  0.0705  0.0119  0.0137
0.304   2.1 0.2 277.84  0.1021  0.0141  0.0112
0.304   2.1 0.2 292.85  0.1143  0.0164  0.0204
0.304   2.1 0.2 307.84  0.1836  0.0206  0.0257
0.304   2.1 0.2 322.8   0.2078  0.0187  0.0133
0.304   2.1 0.2 337.71  0.2582  0.0203  0.0183
0.304   2.1 0.2 352.58  0.2415  0.0213  0.022
0.304   2.58    0.2 7.52    0.4533  0.0329  0.0315
0.304   2.58    0.2 22.49   0.4004  0.0272  0.0424
0.304   2.58    0.2 37.48   0.2841  0.0193  0.026
0.304   2.58    0.2 52.19   0.2525  0.0184  0.0152
0.304   2.58    0.2 67.14   0.159   0.0165  0.016
0.304   2.58    0.2 82.17   0.1405  0.0172  0.0108
0.304   2.58    0.2 97.21   0.0915  0.0123  0.0159
0.304   2.58    0.2 112.25  0.073   0.0121  0.0069
0.304   2.58    0.2 127.3   0.1045  0.0156  0.0156
0.304   2.58    0.2 142.36  0.0675  0.0125  0.0122
0.304   2.58    0.2 157.41  0.0654  0.0102  0.0103
0.304   2.58    0.2 172.47  0.0407  0.0085  0.0103
0.304   2.58    0.2 187.53  0.0657  0.0124  0.0126
0.304   2.58    0.2 202.59  0.0507  0.0084  0.0046
0.304   2.58    0.2 217.64  0.0477  0.0085  0.0175
0.304   2.58    0.2 232.7   0.0617  0.012   0.0184
0.304   2.58    0.2 247.75  0.0737  0.0133  0.0146
0.304   2.58    0.2 262.79  0.1112  0.0136  0.0088
0.304   2.58    0.2 277.83  0.1236  0.0147  0.0097
0.304   2.58    0.2 292.86  0.198   0.0198  0.0154
0.304   2.58    0.2 307.81  0.2485  0.0208  0.0166
0.304   2.58    0.2 322.52  0.3092  0.0206  0.025
0.304   2.58    0.2 337.51  0.4506  0.0263  0.0567
0.304   2.58    0.2 352.48  0.3892  0.0289  0.0374
0.305   2.58    0.26    7.68    0.4998  0.0357  0.0539
0.305   2.58    0.26    22.75   0.3781  0.0268  0.0519
0.305   2.58    0.26    37.64   0.2458  0.0158  0.0175
0.305   2.58    0.26    52.19   0.1975  0.0139  0.0146
0.305   2.58    0.26    67.07   0.1319  0.0129  0.0152
0.305   2.58    0.26    82.12   0.0953  0.0108  0.0077
0.305   2.58    0.26    97.17   0.0569  0.0072  0.004
0.305   2.58    0.26    112.23  0.0532  0.0073  0.0052
