,dataset,id,editor,collaboration,process,exptype,year,reference2,frame,in1particle,in1energyunit,in2particle,out1particle,out2particle,out3particle,y1name,y1namelong,y1unit,y1value,y1errorstatistic,x1name,x1unit,x1value,x2name,x2unit,x2value,x3name,x3unit,x3value,x4name,x4unit,x4value,x5name,x5unit,x5value,xnames,xaxes,yaxis,filename,units,newunits,in1charge,in1energy,xB,Q2,t,phi,val,errplus,errminus,errstat,errsyst,errnorm,err,W,xi,tm,in1polarization,origval,origerr,origerrminus,origerrplus,origerrstat,origerrsyst,origerrnorm,newframe,s,y,eps,eps2,J,K2,K,tK2,tK,r,chi0,chi,intP1P2,P1P2
1014,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,1.439896632895322,3.189,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,3.189,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1015,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,1.1780972450961724,5.645,6.0,6.0,6.0,0.0,0.0,6.0,2.5058414636116755,0.43988480921526274,0.294,0,5.645,6.0,6.0,6.0,6.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1016,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,0.9162978572970228,3.413,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,3.413,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1017,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,0.6544984694978733,4.651,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,4.651,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1018,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,0.39269908169872414,1.174,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,1.174,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1019,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,0.13089969389957457,5.394,6.0,6.0,6.0,0.0,0.0,6.0,2.5058414636116755,0.43988480921526274,0.294,0,5.394,6.0,6.0,6.0,6.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1020,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-0.13089969389957457,1.168,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,1.168,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1021,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-0.3926990816987237,-4.226,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-4.226,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1022,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-0.6544984694978737,-4.342,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-4.342,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1023,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-0.9162978572970228,-4.462,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-4.462,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1024,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-1.1780972450961729,-2.952,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-2.952,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1025,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-1.439896632895322,-4.175,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-4.175,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1026,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-1.701696020694472,-5.384,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-5.384,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1027,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-1.9634954084936211,-7.903,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-7.903,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1028,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-2.2252947962927703,-5.266,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-5.266,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1029,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-2.4870941840919194,-1.568,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-1.568,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1030,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-2.7488935718910694,6.747,6.0,6.0,6.0,0.0,0.0,6.0,2.5058414636116755,0.43988480921526274,0.294,0,6.747,6.0,6.0,6.0,6.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1031,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.611,8.48,-1.0370757208514438,-3.0106929596902186,-5.18,5.0,5.0,5.0,0.0,0.0,5.0,2.5058414636116755,0.43988480921526274,0.294,0,-5.18,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6983271321365594,0.39373320503521736,0.15502583674730452,0.25651629245784563,-0.0064796888499748795,,-0.19431766167486975,,,,-0.04352703540062175,-2.439276656759906,
1032,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,3.0106929596902186,-3.335,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,-3.335,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1033,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,2.748893571891069,7.615,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,7.615,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1034,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,2.4870941840919194,9.573,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,9.573,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1035,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,2.2252947962927703,4.495,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,4.495,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1036,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,1.9634954084936207,7.749,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,7.749,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1037,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,1.7016960206944713,2.501,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,2.501,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1038,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,1.439896632895322,5.952,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,5.952,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
1039,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.613,8.5,-1.1630966595755872,1.1780972450961724,2.533,5.0,5.0,5.0,0.0,0.0,5.0,2.4993171103350726,0.4419610670511896,0.412,0,2.533,5.0,5.0,5.0,5.0,0.0,0.0,BMK,20.75483214974507,0.6976903645755529,0.3945570152807851,0.15567523830728167,0.26041110079266944,-0.004827589142745227,,-0.14481146152070956,,,,-0.03311190045712231,-2.492994287665921,
