,dataset,id,editor,collaboration,process,exptype,year,reference2,frame,in1particle,in1energyunit,in2particle,out1particle,out2particle,out3particle,y1name,y1namelong,y1unit,y1value,y1errorstatistic,x1name,x1unit,x1value,x2name,x2unit,x2value,x3name,x3unit,x3value,x4name,x4unit,x4value,x5name,x5unit,x5value,xnames,xaxes,yaxis,filename,units,newunits,in1charge,in1energy,xB,Q2,t,phi,val,errplus,errminus,errstat,errsyst,errnorm,err,W,xi,tm,in1polarization,origval,origerr,origerrminus,origerrplus,origerrstat,origerrsyst,origerrnorm,newframe,s,y,eps,eps2,J,K2,K,tK2,tK,r,chi0,chi,intP1P2,P1P2
265,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,2.748893571891069,0.002187,0.00075,0.00075,0.00075,0.0,0.0,0.00075,2.93728644630999,0.22699386503067487,0.0928,0,0.002187,0.00075,0.00075,0.00075,0.00075,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
266,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,2.4870941840919194,0.001026,0.00063,0.00063,0.00063,0.0,0.0,0.00063,2.93728644630999,0.22699386503067487,0.0928,0,0.001026,0.00063,0.00063,0.00063,0.00063,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
267,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,2.2252947962927703,0.001896,0.00059,0.00059,0.00059,0.0,0.0,0.00059,2.93728644630999,0.22699386503067487,0.0928,0,0.001896,0.00059,0.00059,0.00059,0.00059,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
268,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,1.9634954084936207,0.003003,0.00057,0.00057,0.00057,0.0,0.0,0.00057,2.93728644630999,0.22699386503067487,0.0928,0,0.003003,0.00057,0.00057,0.00057,0.00057,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
269,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,1.7016960206944713,0.003644,0.00053,0.00053,0.00053,0.0,0.0,0.00053,2.93728644630999,0.22699386503067487,0.0928,0,0.003644,0.00053,0.00053,0.00053,0.00053,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
270,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,1.439896632895322,0.002105,0.00051,0.00051,0.00051,0.0,0.0,0.00051,2.93728644630999,0.22699386503067487,0.0928,0,0.002105,0.00051,0.00051,0.00051,0.00051,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
271,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,1.1780972450961724,0.001023,0.00048,0.00048,0.00048,0.0,0.0,0.00048,2.93728644630999,0.22699386503067487,0.0928,0,0.001023,0.00048,0.00048,0.00048,0.00048,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
272,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,0.9162978572970228,0.002052,0.00047,0.00047,0.00047,0.0,0.0,0.00047,2.93728644630999,0.22699386503067487,0.0928,0,0.002052,0.00047,0.00047,0.00047,0.00047,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
273,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,0.6544984694978733,0.001129,0.00044,0.00044,0.00044,0.0,0.0,0.00044,2.93728644630999,0.22699386503067487,0.0928,0,0.001129,0.00044,0.00044,0.00044,0.00044,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
274,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,0.39269908169872414,-0.0002656,0.00043,0.00043,0.00043,0.0,0.0,0.00043,2.93728644630999,0.22699386503067487,0.0928,0,-0.0002656,0.00043,0.00043,0.00043,0.00043,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
275,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,0.13089969389957457,0.0004071,0.00039,0.00039,0.00039,0.0,0.0,0.00039,2.93728644630999,0.22699386503067487,0.0928,0,0.0004071,0.00039,0.00039,0.00039,0.00039,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
276,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-0.13089969389957457,0.0007945,0.00045,0.00045,0.00045,0.0,0.0,0.00045,2.93728644630999,0.22699386503067487,0.0928,0,0.0007945,0.00045,0.00045,0.00045,0.00045,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
277,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-0.3926990816987237,-0.0001438,0.00042,0.00042,0.00042,0.0,0.0,0.00042,2.93728644630999,0.22699386503067487,0.0928,0,-0.0001438,0.00042,0.00042,0.00042,0.00042,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
278,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-0.6544984694978737,-0.001138,0.00048,0.00048,0.00048,0.0,0.0,0.00048,2.93728644630999,0.22699386503067487,0.0928,0,-0.001138,0.00048,0.00048,0.00048,0.00048,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
279,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-0.9162978572970228,-0.001613,0.00048,0.00048,0.00048,0.0,0.0,0.00048,2.93728644630999,0.22699386503067487,0.0928,0,-0.001613,0.00048,0.00048,0.00048,0.00048,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
280,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-1.1780972450961729,-0.001633,0.00049,0.00049,0.00049,0.0,0.0,0.00049,2.93728644630999,0.22699386503067487,0.0928,0,-0.001633,0.00049,0.00049,0.00049,0.00049,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
281,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-1.439896632895322,-0.002365,0.00051,0.00051,0.00051,0.0,0.0,0.00051,2.93728644630999,0.22699386503067487,0.0928,0,-0.002365,0.00051,0.00051,0.00051,0.00051,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
282,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-1.701696020694472,-0.001941,0.00055,0.00055,0.00055,0.0,0.0,0.00055,2.93728644630999,0.22699386503067487,0.0928,0,-0.001941,0.00055,0.00055,0.00055,0.00055,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
283,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-1.9634954084936211,-0.00353,0.00061,0.00061,0.00061,0.0,0.0,0.00061,2.93728644630999,0.22699386503067487,0.0928,0,-0.00353,0.00061,0.00061,0.00061,0.00061,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
284,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-2.2252947962927703,-0.001531,0.00063,0.00063,0.00063,0.0,0.0,0.00063,2.93728644630999,0.22699386503067487,0.0928,0,-0.001531,0.00063,0.00063,0.00063,0.00063,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
285,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-2.4870941840919194,-0.002669,0.00073,0.00073,0.00073,0.0,0.0,0.00073,2.93728644630999,0.22699386503067487,0.0928,0,-0.002669,0.00073,0.00073,0.00073,0.00073,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
286,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-2.7488935718910694,-0.0004734,0.00076,0.00076,0.00076,0.0,0.0,0.00076,2.93728644630999,0.22699386503067487,0.0928,0,-0.0004734,0.00076,0.00076,0.00076,0.00076,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
287,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.37,4.55,-0.27194461483370386,-3.0106929596902186,-0.0006543,0.00084,0.00084,0.00084,0.0,0.0,0.00084,2.93728644630999,0.22699386503067487,0.0928,0,-0.0006543,0.00084,0.00084,0.00084,0.00084,0.0,0.0,BMK,20.75483214974507,0.6187481972514796,0.3255028411683973,0.10595209960869886,0.3591136738121485,-0.0047006014370870085,,-0.057631661275660634,,,,-0.024161310144238723,-4.834316542762525,
288,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.372,4.57,-0.3355670022932922,3.0106929596902186,0.0001162,0.001,0.001,0.001,0.0,0.0,0.001,2.931774310368759,0.22850122850122848,0.154,0,0.0001162,0.001,0.001,0.001,0.001,0.0,0.0,BMK,20.75483214974507,0.6181267439043642,0.32654542067551123,0.1066319117641466,0.36640311791189845,-0.0014847171548040682,,-0.01825499293893276,,,,-0.007761671362359723,-5.015035424431356,
289,DataSet with 1080 points,142,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSD,Beam Spin Difference Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSD,BSD-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSD': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.372,4.57,-0.3355670022932922,2.748893571891069,0.001108,0.00088,0.00088,0.00088,0.0,0.0,0.00088,2.931774310368759,0.22850122850122848,0.154,0,0.001108,0.00088,0.00088,0.00088,0.00088,0.0,0.0,BMK,20.75483214974507,0.6181267439043642,0.32654542067551123,0.1066319117641466,0.36640311791189845,-0.0014847171548040682,,-0.01825499293893276,,,,-0.007761671362359723,-5.015035424431356,
