,dataset,id,editor,collaboration,process,exptype,year,reference2,frame,in1particle,in1energyunit,in2particle,out1particle,out2particle,out3particle,y1name,y1namelong,y1unit,y1value,y1errorstatistic,x1name,x1unit,x1value,x2name,x2unit,x2value,x3name,x3unit,x3value,x4name,x4unit,x4value,x5name,x5unit,x5value,xnames,xaxes,yaxis,filename,units,newunits,in1charge,in1energy,xB,Q2,t,phi,val,errplus,errminus,errstat,errsyst,errnorm,err,W,xi,tm,in1polarization,origval,origerr,origerrminus,origerrplus,origerrstat,origerrsyst,origerrnorm,newframe,s,y,eps,eps2,J,K2,K,tK2,tK,r,chi0,chi,intP1P2,P1P2
456,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,3.0106929596902186,0.2031,0.13,0.13,0.13,0.0,0.0,0.13,1.9412886938988452,0.3201320132013201,0.21,0,0.2031,0.13,0.13,0.13,0.13,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
457,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,2.748893571891069,0.03541,0.03,0.03,0.03,0.0,0.0,0.03,1.9412886938988452,0.3201320132013201,0.21,0,0.03541,0.03,0.03,0.03,0.03,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
458,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,2.4870941840919194,0.02175,0.0068,0.0068,0.0068,0.0,0.0,0.0068,1.9412886938988452,0.3201320132013201,0.21,0,0.02175,0.0068,0.0068,0.0068,0.0068,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
459,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,2.2252947962927703,0.01315,0.0027,0.0027,0.0027,0.0,0.0,0.0027,1.9412886938988452,0.3201320132013201,0.21,0,0.01315,0.0027,0.0027,0.0027,0.0027,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
460,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,1.9634954084936207,0.01207,0.002,0.002,0.002,0.0,0.0,0.002,1.9412886938988452,0.3201320132013201,0.21,0,0.01207,0.002,0.002,0.002,0.002,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
461,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,1.7016960206944713,0.01359,0.0017,0.0017,0.0017,0.0,0.0,0.0017,1.9412886938988452,0.3201320132013201,0.21,0,0.01359,0.0017,0.0017,0.0017,0.0017,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
462,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,1.439896632895322,0.01408,0.0017,0.0017,0.0017,0.0,0.0,0.0017,1.9412886938988452,0.3201320132013201,0.21,0,0.01408,0.0017,0.0017,0.0017,0.0017,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
463,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,1.1780972450961724,0.01368,0.0014,0.0014,0.0014,0.0,0.0,0.0014,1.9412886938988452,0.3201320132013201,0.21,0,0.01368,0.0014,0.0014,0.0014,0.0014,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
464,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,0.9162978572970228,0.007572,0.0012,0.0012,0.0012,0.0,0.0,0.0012,1.9412886938988452,0.3201320132013201,0.21,0,0.007572,0.0012,0.0012,0.0012,0.0012,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
465,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,0.6544984694978733,0.009899,0.0014,0.0014,0.0014,0.0,0.0,0.0014,1.9412886938988452,0.3201320132013201,0.21,0,0.009899,0.0014,0.0014,0.0014,0.0014,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
466,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,0.39269908169872414,0.01279,0.0016,0.0016,0.0016,0.0,0.0,0.0016,1.9412886938988452,0.3201320132013201,0.21,0,0.01279,0.0016,0.0016,0.0016,0.0016,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
467,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,0.13089969389957457,0.01844,0.0022,0.0022,0.0022,0.0,0.0,0.0022,1.9412886938988452,0.3201320132013201,0.21,0,0.01844,0.0022,0.0022,0.0022,0.0022,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
468,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-0.13089969389957457,0.02063,0.0022,0.0022,0.0022,0.0,0.0,0.0022,1.9412886938988452,0.3201320132013201,0.21,0,0.02063,0.0022,0.0022,0.0022,0.0022,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
469,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-0.3926990816987237,0.01447,0.0018,0.0018,0.0018,0.0,0.0,0.0018,1.9412886938988452,0.3201320132013201,0.21,0,0.01447,0.0018,0.0018,0.0018,0.0018,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
470,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-0.6544984694978737,0.01027,0.0015,0.0015,0.0015,0.0,0.0,0.0015,1.9412886938988452,0.3201320132013201,0.21,0,0.01027,0.0015,0.0015,0.0015,0.0015,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
471,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-0.9162978572970228,0.0134,0.0016,0.0016,0.0016,0.0,0.0,0.0016,1.9412886938988452,0.3201320132013201,0.21,0,0.0134,0.0016,0.0016,0.0016,0.0016,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
472,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-1.1780972450961729,0.01227,0.0015,0.0015,0.0015,0.0,0.0,0.0015,1.9412886938988452,0.3201320132013201,0.21,0,0.01227,0.0015,0.0015,0.0015,0.0015,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
473,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-1.439896632895322,0.01045,0.0014,0.0014,0.0014,0.0,0.0,0.0014,1.9412886938988452,0.3201320132013201,0.21,0,0.01045,0.0014,0.0014,0.0014,0.0014,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
474,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-1.701696020694472,0.01724,0.0017,0.0017,0.0017,0.0,0.0,0.0017,1.9412886938988452,0.3201320132013201,0.21,0,0.01724,0.0017,0.0017,0.0017,0.0017,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
475,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-1.9634954084936211,0.01914,0.0021,0.0021,0.0021,0.0,0.0,0.0021,1.9412886938988452,0.3201320132013201,0.21,0,0.01914,0.0021,0.0021,0.0021,0.0021,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
476,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-2.2252947962927703,0.01661,0.0034,0.0034,0.0034,0.0,0.0,0.0034,1.9412886938988452,0.3201320132013201,0.21,0,0.01661,0.0034,0.0034,0.0034,0.0034,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
477,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-2.4870941840919194,0.008065,0.0072,0.0072,0.0072,0.0,0.0,0.0072,1.9412886938988452,0.3201320132013201,0.21,0,0.008065,0.0072,0.0072,0.0072,0.0072,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
478,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-2.7488935718910694,-0.02318,0.038,0.038,0.038,0.0,0.0,0.038,1.9412886938988452,0.3201320132013201,0.21,0,-0.02318,0.038,0.038,0.038,0.038,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
479,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,4.487,0.485,2.72,-0.5398843428645079,-3.0106929596902186,-0.09057,0.091,0.091,0.091,0.0,0.0,0.091,1.9412886938988452,0.3201320132013201,0.21,0,-0.09057,0.091,0.091,0.091,0.091,0.0,0.0,BMK,9.300407415041072,0.6660584432108575,0.5518436436331043,0.30453140701826065,0.2676103914518063,-0.00797202130648006,,-0.072239579720197,,,,-0.049017221251529075,-2.249066521276906,
480,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.851,0.497,4.5,-0.40977500858416704,3.0106929596902186,0.003385,0.00022,0.00022,0.00022,0.0,0.0,0.00022,2.331240083327643,0.33067198935462405,0.0313,0,0.003385,0.00022,0.00022,0.00022,0.00022,0.0,0.0,BMK,17.489645544505073,0.5451362048393287,0.4396518346479422,0.19329373570930153,0.4044707675059867,-0.01945570679368779,,-0.19875145141306325,,,,-0.07811710346828804,-5.730923536952428,
