id = 11
editor = KK

process = ep2epgamma

in1 = e
in1energy = 5.75
in1energyunit = GeV
in1polarization = L

in2 = p
in2polarization = U

out1 = e
out2 = p
out3 = gamma

Q2 = 1.5
t = -0.28
xB = 0.36

### Experiment

collaboration = HALLA
exptype = fixed target
year = 2006
reference =  nucl-ex/0607029
reference2 = private tables

### Observable 

y0 = XLU
y0long = Beam Helicity Dependent Cross Section
y0unit = nb/GeV^4


### x-axes

x0 = phi
x0unit = degree

frame = Trento

### Data

# phi      XLU          err
############################################
7.5 0.00643223 0.0135546
22.5 -0.0012107 0.0112659
37.5 0.0215413 0.0083426
52.5 0.0242814 0.00635163
67.5 0.0134016 0.00604271
82.5 0.0256606 0.00616364
97.5 0.00727629 0.00604827
112.5 0.0081479 0.00544226
127.5 0.00602004 0.00479916
142.5 0.00864334 0.00450975
157.5 0.00573103 0.00437636
172.5 -0.00549701 0.00437995
187.5 -0.00293664 0.0044029
202.5 -0.000639951 0.00436333
217.5 -0.00325669 0.00445416
232.5 -0.0165905 0.00487688
247.5 -0.0167917 0.0052981
262.5 -0.0189348 0.00565675
277.5 -0.0160862 0.00575397
292.5 -0.0194856 0.00565868
307.5 -0.0176214 0.00614813
322.5 -0.0326671 0.00798623
337.5 -0.0103485 0.0115053
352.5 0.0088522 0.0133517

