'PARSIGMA'               YOBS
100.d0                    W
20.d0                    Q2
4                        N
0.10   2.98  0.49  0.85
0.30   0.89  0.17  0.17
0.50   0.44  0.08  0.08
0.80   0.06  0.02  0.02


*       [H1,  arXiv:0709.4114 (hep-ex)] Table 4.
*       X = -T,   Y = DSIG/DT   
