'PARSIGMA'               YOBS
100.d0                    W
8.d0                    Q2
4                        N
0.10  16.0  2.11  2.74
0.30  5.45  0.80  0.73
0.50  1.96  0.41  0.35
0.80  0.21  0.09  0.08

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 4.
*       X = -T,   Y = DSIG/DT   
