'PARSIGMA'               YOBS
100.d0                    W
10.d0                    Q2
4                        N
0.10   10.9  1.14  2.36
0.30   3.47  0.42  0.53
0.50   1.49  0.21  0.24
0.80   0.19  0.04  0.06


*       [H1,  arXiv:0709.4114 (hep-ex)] Table 3.
*       X = -T,   Y = DSIG/DT   
