'F2'                    YOBS
0.013d0                 X_BJ
-1.                     Q2  
8                       N
12.0    .531    .017    .049
15.0    .547    .013    .027
20.0    .567    .015    .024
25.0    .585    .017    .028
35.0    .600    .019    .025
45.0    .686    .024    .031
60.0    .701    .028    .029     
90.0    .726    .035    .040

*     DIS1H1   [H1,  Nucl.Phys.B470(96)3]
*       X = Q2,   Y = F2
*       X_BJ = 0.013
