'PARSIGMA'               YOBS
70.d0                    W
10.d0                    Q2
4                        N
0.10   7.78  0.69  0.87
0.30   2.74  0.31  0.30
0.50   0.81  0.14  0.11
0.80   0.19  0.03  0.03

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 3.
*       X = -T,   Y = DSIG/DT   
