'PARSIGMA'               YOBS
40.d0                    W
20.d0                    Q2
4                        N
0.10   1.06  0.28  0.28 
0.30   0.33  0.07  0.07 
0.50   0.22  0.06  0.06 
0.80   0.04  0.01  0.01 


*       [H1,  arXiv:0709.4114 (hep-ex)] Table 4.
*       X = -T,   Y = DSIG/DT   
