'PARSIGMA'               YOBS
82.d0                    W
15.5d0                   Q2
4                        N
0.10   4.37  0.47  0.86
0.30   1.02  0.16  0.18
0.50   0.49  0.08  0.08
0.80   0.12  0.02  0.02

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 3.
*       X = -T,   Y = DSIG/DT   
