'PARSIGMA'               YOBS
70.d0                    W
8.d0                    Q2
4                        N
0.10  10.0  1.30  1.27 
0.30  4.35  0.63  0.46 
0.50  1.08  0.27  0.17 
0.80  0.13  0.06  0.04 

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 4.
*       X = -T,   Y = DSIG/DT   
