'PARSIGMA'               YOBS
82.d0                    W
25.d0                    Q2
4                        N
0.10   1.41  0.40  0.43
0.30   0.71  0.16  0.08
0.50   0.28  0.07  0.04
0.80   0.04  0.01  0.02

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 3.
*       X = -T,   Y = DSIG/DT   
