'PARSIGMA'               YOBS
82.d0                    W
8.d0                     Q2
4                        N
0.10  13.1   1.10  1.85 
0.30   4.69  0.45  0.55 
0.50   1.37  0.21  0.23 
0.80   0.19  0.04  0.06 

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 3.
*       X = -T,   Y = DSIG/DT   
