'PARSIGMA'               YOBS
40.d0                    W
8.d0                    Q2
4                        N
0.10  8.10  1.22  0.82 
0.30  2.30  0.54  0.28 
0.50  0.45  0.22  0.10 
0.80  0.16  0.06  0.03 

*       [H1,  arXiv:0709.4114 (hep-ex)] Table 4.
*       X = -T,   Y = DSIG/DT   
